"user.id","age"
2380,24
2381,16
2382,22
2386,22
2387,22
2388,20
2390,18
2398,17
2405,18
2406,23
2407,23
2411,17
2418,18
2420,24
2422,24
2425,21
2427,17
2430,17
2433,24
2434,21
2438,19
2439,24
2441,24
2443,24
2449,23
2450,16
2451,19
2453,19
2455,17
2462,23
2463,24
2464,19
2468,23
2473,23
2480,20
2484,16
2485,22
2487,24
2488,23
2489,20
2490,23
2495,16
2496,21
2497,24
2504,22
2506,21
2508,24
2511,23
2512,21
2520,19
2521,22
2522,18
2524,24
2526,22
2529,16
2535,21
2538,17
2547,19
2551,23
2554,18
2557,22
2559,24
2561,17
2562,22
2564,17
2566,20
2568,24
2569,19
2571,21
2572,20
2578,24
2582,17
2594,16
2595,17
2599,21
2600,17
2603,21
2609,24
2611,23
2616,18
2620,24
2622,17
2623,17
2626,20
2628,19
2633,17
2636,24
2637,21
2639,23
2645,18
2648,22
2649,23
2653,23
2656,22
2661,24
2663,21
2665,23
2670,18
2672,21
2676,22
2682,22
2685,16
2686,24
2690,21
2691,23
2693,24
2697,24
2701,16
2704,22
2705,21
2712,19
2714,17
2715,24
2716,20
2717,20
2718,20
2719,18
2720,17
2721,17
2723,23
2733,20
2734,23
2737,22
2738,24
2741,23
2744,21
2749,24
2750,22
2751,21
2755,22
2758,23
2767,24
2769,23
2770,22
2772,23
2773,16
2788,21
2795,22
2800,22
2801,17
2807,22
2809,18
2825,20
2829,22
2831,17
2837,17
2838,17
2839,19
2840,23
2841,22
2846,24
2849,23
2850,22
2855,19
2857,19
2859,24
2861,19
2865,21
2867,22
2883,23
2886,24
2888,16
2889,19
2895,17
2897,20
2898,24
2899,17
2900,19
2906,24
2908,23
2913,20
2919,21
2921,22
2922,18
2925,23
2926,18
2927,19
2929,16
2930,20
2935,24
2937,16
2938,22
2941,23
2947,18
2952,23
2962,18
2966,24
2968,24
2969,18
2972,17
2974,24
2975,17
2978,20
2988,19
2989,23
2991,21
2995,17
2997,18
3006,23
3007,18
3011,17
3015,24
3017,22
3025,17
3029,23
3030,17
3031,18
3032,18
3036,22
3040,16
3043,24
3044,17
3045,23
3048,23
3049,23
3052,19
3053,17
3062,19
3063,21
3065,16
3067,17
3068,23
3072,16
3074,22
3075,20
3076,19
3078,24
3081,17
3084,24
3088,23
3089,20
3093,24
3096,22
3097,20
3098,17
3100,18
3103,23
3106,17
3111,18
3113,21
3118,18
3127,20
3130,19
3132,23
3135,24
3137,19
3143,17
3144,23
3146,19
3147,21
3151,16
3153,23
3155,24
3160,18
3174,20
3177,23
3181,19
3183,20
3184,20
3188,20
3198,21
3210,19
3213,17
3216,21
3219,20
3220,18
3226,24
3227,22
3235,18
3236,17
3242,18
3243,22
3249,24
3251,20
3260,24
3264,22
3267,20
3269,22
3270,23
3275,19
3276,22
3278,19
3284,17
3286,24
3287,19
3289,21
3291,21
3297,19
3299,22
3302,23
3303,21
3304,16
3309,24
3315,24
3319,22
3320,21
3321,17
3323,17
3327,23
3332,18
3338,18
3346,23
3347,23
3350,20
3357,24
3360,22
3361,24
3368,19
3369,19
3370,17
3371,16
3373,20
3374,22
3375,20
3376,18
3379,17
3381,22
3382,17
3383,21
3385,23
3386,16
3387,22
3388,17
3390,16
3393,17
3394,24
3404,23
3405,18
3411,22
3415,22
3417,23
3418,17
3420,17
3423,17
3424,22
3425,23
3427,23
3428,18
3432,21
3435,19
3437,18
3441,20
3443,21
3445,22
3448,22
3453,23
3457,24
3460,21
3464,19
3466,19
3469,16
3470,24
3471,22
3473,24
3479,22
3480,20
3486,17
3490,23
3491,21
3492,24
3493,19
3494,17
3499,22
3501,22
3502,22
3504,22
3507,22
3511,22
3517,22
3520,24
3523,24
3525,21
3527,24
3532,22
3534,20
3543,18
3544,21
3548,23
3550,24
3552,17
3553,22
3556,20
3557,24
3559,20
3563,20
3565,22
3566,16
3568,22
3573,24
3574,17
3577,24
3579,16
3588,17
3589,24
3590,20
3592,21
3594,20
3600,22
3605,16
3609,20
3610,23
3612,23
3614,16
3615,23
3617,23
3621,16
3622,17
3625,16
3626,21
3633,24
3638,16
3640,24
3643,22
3644,24
3645,22
3650,22
3654,19
3660,21
3662,19
3663,21
3670,19
3676,24
3677,16
3681,16
3684,23
3686,22
3687,16
3691,23
3695,24
3697,23
3698,17
3699,19
3700,24
3701,20
3705,24
3708,18
3712,18
3713,21
3716,21
3718,21
3723,16
3725,23
3735,18
3736,21
3738,17
3739,21
3742,17
3745,20
3747,18
3749,18
3750,23
3751,19
3756,19
3759,24
3760,22
3766,22
3768,21
3769,22
3772,21
3774,23
3775,22
3782,18
3786,23
3795,21
3799,23
3801,17
3805,22
3806,21
3807,20
3812,17
3815,24
3817,23
3823,19
3829,21
3832,23
3833,17
3834,17
3836,22
3837,17
3845,19
3850,19
3854,22
3855,24
3857,19
3859,22
3862,18
3869,23
3870,17
3876,20
3880,24
3883,16
3886,22
3890,23
3891,22
3895,23
3898,22
3900,16
3901,16
3906,17
3909,21
3911,16
3913,22
3917,24
3919,22
3923,16
3924,17
3933,22
3935,24
3939,23
3942,16
3944,21
3948,23
3949,17
3950,21
3956,24
3960,21
3962,24
3964,23
3966,24
3967,20
3968,22
3973,24
3977,22
3982,24
3984,20
3985,22
3988,17
3989,23
3990,18
3991,19
3998,19
4003,19
4004,23
4008,24
4009,23
4013,22
4016,21
4025,21
4027,21
4028,21
4031,19
4032,20
4034,16
4038,18
4039,16
4042,19
4047,21
4048,21
4051,21
4052,19
4054,18
4056,22
4057,24
4061,20
4064,23
4065,18
4072,21
4073,17
4074,23
4076,17
4082,22
4084,23
4085,22
4086,23
4087,18
4092,18
4093,22
4094,20
4096,24
4101,22
4111,17
4115,22
4118,22
4122,22
4123,21
4126,22
4130,22
4134,24
4140,22
4147,22
4149,23
4150,23
4155,17
4156,18
4159,24
4160,17
4162,22
4171,21
4175,21
4176,16
4180,21
4183,21
4188,23
4195,22
4199,21
4202,22
4205,23
4206,22
4208,18
4209,22
4213,16
4214,17
4215,17
4219,19
4228,19
4234,19
4236,17
4244,16
4248,18
4249,23
4250,17
4254,17
4256,18
4258,22
4259,22
4262,24
4264,23
4265,21
4270,24
4271,20
4272,16
4278,22
4281,17
4282,24
4284,17
4285,23
4286,23
4287,19
4288,24
4297,21
4298,24
4300,18
4301,24
4308,19
4316,22
4320,23
4323,20
4325,21
4335,20
4338,20
4340,19
4341,19
4342,17
4346,23
4349,16
4357,24
4358,22
4359,23
4360,23
4366,20
4367,23
4370,23
4371,17
4372,17
4377,24
4380,16
4382,22
4386,22
4390,17
4395,22
4396,16
4399,19
4408,18
4410,23
4412,16
4413,16
4414,21
4419,23
4420,23
4421,18
4423,23
4425,23
4426,21
4428,22
4430,22
4431,23
4433,18
4434,18
4437,24
4438,21
4441,21
4443,19
4451,19
4453,16
4455,21
4457,16
4458,21
4459,17
4465,16
4467,22
4470,19
4471,18
4475,23
4480,22
4481,23
4486,16
4495,17
4496,17
4497,16
4503,17
4513,21
4515,23
4517,22
4518,20
4520,19
4521,21
4522,17
4526,17
4531,23
4533,20
4539,19
4541,24
4547,21
4549,21
4559,20
4560,23
4564,22
4566,16
4571,24
4572,18
4575,21
4576,18
4579,18
4582,20
4585,22
4588,24
4590,16
4597,24
4601,23
4603,18
4606,19
4609,19
4611,21
4615,23
4618,17
4621,24
4622,24
4625,17
4626,16
4629,21
4631,24
4635,23
4638,19
4641,17
4642,20
4649,21
4650,24
4653,17
4660,24
4664,18
4668,21
4669,16
4674,18
4675,23
4676,19
4681,17
4686,16
4687,20
4691,23
4692,19
4695,17
4696,17
4704,18
4705,22
4707,16
4711,23
4715,17
4716,17
4720,23
4724,23
4726,16
4727,20
4729,18
4731,22
4733,19
4742,24
4743,23
4746,19
4747,18
4755,16
4758,23
4761,24
4770,18
4772,24
4777,16
4778,20
4783,23
4789,22
4794,20
4797,22
4800,22
4809,24
4812,18
4820,23
4825,18
4826,22
4828,20
4831,24
4832,19
4833,20
4836,22
4840,22
4842,17
4843,20
4846,16
4848,23
4850,16
4851,17
4856,16
4859,22
4860,18
4861,17
4864,20
4870,24
4871,23
4874,20
4876,20
4878,21
4881,24
4883,18
4884,21
4888,20
4890,18
4894,18
4897,24
4903,16
4905,23
4906,20
4909,22
4912,22
4914,21
4915,22
4917,22
4921,17
4922,24
4923,16
4927,23
4929,20
4931,17
4932,23
4936,22
4937,24
4947,24
4948,24
4951,23
4955,21
4956,18
4959,20
4960,22
4962,17
4965,17
4968,23
4972,24
4974,24
4976,17
4979,22
4981,22
4988,20
4993,19
5005,24
5016,19
5017,24
5019,16
5020,24
5021,20
5023,23
5036,24
5038,17
5039,20
5042,18
5047,16
5052,22
5054,18
5058,24
5059,18
5062,20
5063,18
5067,22
5073,22
5077,23
5078,17
5079,17
5080,18
5083,20
5092,24
5095,24
5100,18
5102,22
5105,23
5110,22
5111,17
5112,21
5113,20
5122,16
5124,23
5127,24
5128,22
5129,22
5136,19
5141,16
5143,24
5144,16
5145,17
5150,24
5153,19
5157,24
5164,21
5168,19
5172,17
5173,19
5177,23
5182,22
5184,17
5192,19
5193,22
5194,16
5197,23
5202,21
5206,18
5208,18
5209,18
5212,24
5213,19
5214,20
5218,23
5222,19
5224,20
5227,24
5228,22
5244,22
5250,23
5251,17
5252,23
5257,21
5258,22
5265,22
5268,20
5270,22
5277,22
5278,22
5279,17
5281,22
5283,24
5291,23
5295,22
5298,22
5302,23
5304,17
5307,18
5314,20
5319,20
5320,16
5324,18
5329,22
5331,18
5336,22
5338,20
5339,17
5341,24
5344,20
5345,24
5348,23
5351,17
5357,21
5362,23
5364,19
5367,24
5368,22
5369,21
5371,23
5374,19
5378,18
5381,17
5383,23
5386,20
5388,24
5389,16
5391,20
5392,19
5397,24
5398,23
5403,16
5406,21
5408,19
5410,20
5411,20
5412,19
5413,20
5416,20
5418,24
5420,17
5426,21
5427,23
5432,18
5435,18
5439,19
5442,21
5443,24
5450,20
5451,16
5455,19
5466,20
5467,17
5471,17
5473,22
5475,22
5478,19
5479,21
5480,23
5483,17
5484,17
5487,17
5489,18
5491,16
5495,17
5500,17
5501,24
5507,16
5510,22
5512,17
5515,21
5516,22
5521,18
5524,17
5527,17
5528,16
5530,24
5537,24
5538,23
5540,24
5543,17
5545,23
5546,19
5554,20
5555,24
5557,17
5560,20
5561,20
5568,18
5569,24
5570,17
5573,22
5579,21
5584,21
5585,24
5587,17
5589,22
5590,22
5592,17
5593,19
5596,17
5597,24
5598,20
5606,22
5609,18
5610,18
5611,17
5613,24
5614,18
5615,21
5617,18
5618,20
5621,17
5627,23
5629,20
5630,21
5634,19
5640,21
5646,21
5647,23
5649,16
5655,18
5660,20
5661,21
5665,21
5670,22
5678,16
5679,17
5680,24
5684,23
5687,20
5688,24
5689,18
5698,23
5699,24
5702,20
5709,22
5710,21
5712,23
5714,17
5718,20
5719,24
5723,16
5725,16
5732,16
5736,20
5737,20
5741,17
5744,17
5750,21
5751,19
5753,21
5755,23
5756,17
5757,24
5758,16
5761,24
5768,21
5769,24
5771,21
5772,23
5774,24
5775,20
5777,21
5778,24
5779,22
5783,18
5785,17
5786,16
5787,16
5788,20
5797,18
5799,17
5803,20
5804,23
5805,23
5808,24
5809,22
5812,22
5816,23
5817,16
5818,21
5829,24
5831,22
5834,19
5835,23
5840,22
5845,20
5848,21
5851,16
5854,22
5856,21
5864,22
5865,21
5868,23
5873,21
5874,16
5879,24
5884,21
5888,20
5902,24
5904,17
5912,20
5917,21
5919,22
5921,22
5922,24
5923,17
5925,20
5928,22
5930,23
5938,17
5940,22
5941,23
5943,19
5946,21
5951,23
5956,19
5960,22
5963,17
5965,24
5967,19
5970,22
5975,24
5977,20
5978,22
5984,17
5988,20
5991,19
5992,22
5997,21
6006,21
6008,16
6009,23
6010,21
6012,22
6015,20
6016,22
6017,23
6018,17
6021,21
6024,19
6029,23
6037,22
6042,21
6043,19
6048,20
6049,24
6056,20
6058,22
6062,21
6064,24
6065,16
6067,17
6071,17
6073,24
6074,17
6083,21
6089,21
6090,24
6100,18
6102,21
6103,22
6105,16
6107,16
6114,24
6118,20
6121,16
6123,17
6125,18
6128,16
6129,23
6131,18
6132,18
6135,21
6137,18
6139,17
6142,20
6143,24
6145,21
6149,17
6155,19
6156,24
6157,21
6158,22
6164,20
6173,24
6174,17
6175,21
6180,24
6181,18
6192,20
6193,21
6197,23
6200,20
6204,21
6205,23
6206,24
6209,17
6215,20
6221,21
6222,24
6223,20
6225,16
6226,18
6229,19
6234,19
6238,21
6239,18
6240,16
6241,23
6243,19
6244,21
6247,20
6250,22
6254,19
6255,20
6261,23
6262,23
6265,21
6268,17
6270,22
6274,22
6279,22
6280,23
6287,18
6290,16
6293,22
6297,24
6298,23
6299,24
6304,22
6306,23
6308,22
6310,22
6311,18
6312,17
6313,24
6316,19
6318,19
6322,17
6329,22
6334,23
6336,17
6343,18
6345,22
6346,22
6347,21
6348,19
6349,16
6358,24
6361,23
6362,22
6366,17
6367,17
6369,24
6370,18
6375,21
6376,16
6378,22
6380,24
6381,21
6382,24
6384,24
6385,20
6395,16
6399,19
6400,24
6404,18
6407,21
6408,24
6410,20
6413,24
6415,21
6419,22
6420,17
6422,23
6426,18
6427,24
6430,17
6431,20
6435,16
6437,22
6438,18
6440,18
6442,17
6443,19
6446,16
6449,18
6453,24
6454,24
6456,21
6464,22
6467,19
6468,19
6474,20
6476,22
6477,23
6479,24
6480,19
6482,16
6483,24
6489,21
6491,17
6494,18
6495,24
6498,17
6500,22
6501,22
6504,22
6509,23
6511,20
6514,22
6518,20
6519,21
6520,20
6521,17
6522,19
6523,21
6528,21
6538,20
6539,17
6542,17
6548,24
6550,24
6558,19
6559,24
6560,19
6561,17
6563,20
6566,18
6569,18
6578,18
6581,21
6585,24
6588,21
6597,22
6603,21
6606,17
6611,24
6613,20
6614,23
6617,21
6623,20
6625,21
6627,16
6628,23
6633,18
6640,21
6644,23
6646,20
6647,22
6649,17
6650,18
6651,21
6655,24
6658,16
6661,18
6662,23
6663,17
6664,20
6665,17
6668,19
6670,24
6673,20
6678,23
6679,22
6685,16
6688,17
6697,20
6701,20
6704,24
6705,21
6710,21
6711,20
6712,23
6719,16
6721,22
6722,17
6731,20
6739,16
6743,24
6744,20
6748,24
6750,18
6751,24
6762,20
6767,22
6771,20
6773,20
6785,17
6786,19
6789,18
6793,24
6794,23
6799,22
6805,21
6806,17
6812,24
6815,17
6816,22
6819,20
6821,24
6822,23
6823,19
6824,22
6828,21
6835,19
6840,21
6844,17
6845,17
6848,23
6856,16
6859,24
6861,23
6864,16
6868,17
6869,24
6870,22
6874,24
6877,18
6879,16
6880,18
6886,19
6887,21
6890,24
6891,24
6892,20
6894,21
6895,18
6899,24
6904,21
6911,22
6913,20
6916,19
6919,17
6920,24
6921,20
6924,22
6927,23
6936,17
6939,24
6942,18
6944,23
6947,20
6949,20
6950,24
6952,19
6953,17
6961,21
6972,17
6974,24
6975,18
6978,18
6979,20
6980,17
6985,17
6991,20
6992,24
6994,24
7004,20
7009,16
7010,19
7011,23
7017,19
7018,23
7021,22
7022,24
7030,21
7036,22
7037,19
7038,23
7040,22
7042,17
7043,18
7045,18
7046,22
7058,21
7062,22
7063,16
7071,24
7073,18
7081,17
7088,24
7089,24
7090,17
7096,24
7102,20
7104,23
7106,23
7108,20
7109,24
7110,18
7111,23
7112,24
7113,21
7114,20
7119,20
7122,21
7125,17
7132,23
7138,22
7143,23
7145,23
7148,22
7149,17
7157,22
7159,18
7169,16
7171,17
7173,22
7174,22
7177,22
7178,21
7180,22
7185,24
7186,22
7188,23
7194,17
7195,24
7197,23
7201,19
7207,17
7208,18
7217,23
7225,23
7235,19
7239,24
7241,18
7244,22
7248,23
7257,22
7259,16
7260,17
7262,21
7266,21
7268,16
7275,23
7276,21
7277,20
7281,17
7283,19
7287,20
7290,21
7292,22
7298,17
7303,22
7304,18
7305,23
7306,19
7307,16
7308,24
7309,19
7312,21
7314,24
7315,19
7320,23
7327,19
7331,24
7332,24
7334,19
7336,16
7340,19
7341,17
7346,24
7350,23
7353,22
7360,16
7362,19
7363,24
7368,18
7369,24
7370,24
7371,18
7372,17
7374,23
7375,21
7376,20
7378,18
7379,20
7384,16
7385,17
7388,16
7395,24
7397,20
7399,24
7400,24
7401,21
7403,17
7404,17
7405,17
7408,22
7410,23
7412,18
7413,21
7415,20
7416,21
7417,24
7418,17
7424,17
7427,19
7428,16
7429,22
7430,23
7431,22
7433,23
7440,16
7445,24
7449,23
7452,21
7453,18
7456,22
7461,24
7462,17
7465,19
7470,23
7472,21
7476,17
7485,20
7489,19
7491,22
7494,23
7504,20
7510,20
7511,19
7519,21
7521,24
7522,24
7523,22
7531,21
7532,17
7534,18
7535,19
7536,17
7539,17
7542,20
7545,22
7546,19
7551,22
7552,21
7553,24
7554,22
7556,18
7561,22
7569,17
7571,23
7576,21
7585,18
7587,18
7588,24
7589,17
7591,18
7592,17
7594,22
7598,22
7599,23
7602,21
7608,22
7612,18
7614,22
7615,20
7619,17
7623,24
7628,22
7630,20
7634,24
7636,21
7637,24
7638,22
7639,20
7643,21
7648,17
7650,23
7655,16
7660,18
7661,22
7666,17
7667,18
7668,16
7671,17
7673,17
7678,21
7681,24
7685,17
7689,17
7694,21
7695,19
7702,16
7704,21
7706,21
7708,21
7710,24
7712,19
7714,22
7715,23
7721,17
7723,24
7725,24
7734,17
7744,24
7745,23
7750,17
7753,21
7757,23
7758,18
7760,21
7763,21
7764,18
7767,21
7771,23
7773,17
7774,19
7776,24
7777,23
7780,17
7781,20
7785,18
7792,23
7803,23
7805,22
7808,21
7815,19
7819,19
7821,23
7826,24
7830,20
7833,22
7835,23
7837,21
7838,20
7844,16
7849,24
7850,24
7863,22
7864,24
7865,21
7870,24
7876,17
7879,24
7885,18
7886,19
7890,23
7892,21
7894,22
7896,23
7898,18
7901,21
7902,21
7903,24
7906,24
7907,21
7910,16
7912,23
7915,20
7925,19
7930,24
7931,17
7934,17
7936,23
7937,22
7940,21
7946,22
7947,21
7948,16
7950,23
7951,20
7953,24
7954,22
7959,24
7961,16
7967,19
7969,18
7971,24
7974,21
7981,18
7982,21
7983,23
7985,22
7986,24
7989,19
7992,21
7996,21
7997,23
8000,24
8003,20
8006,21
8012,17
8013,19
8014,19
8015,17
8020,23
8026,18
8027,18
8031,21
8033,22
8034,24
8035,17
8038,17
8040,19
8042,20
8043,20
8044,22
8045,17
8047,22
8048,24
8051,17
8052,20
8057,23
8059,20
8062,18
8063,22
8064,17
8066,17
8068,21
8069,19
8072,18
8073,22
8078,22
8080,24
8084,24
8091,21
8093,24
8094,24
8102,21
8106,17
8111,23
8112,20
8118,17
8119,23
8120,18
8123,23
8124,22
8125,17
8127,18
8129,22
8130,24
8135,24
8136,21
8141,18
8145,19
8148,19
8152,17
8155,21
8157,17
8164,17
8165,20
8167,24
8170,18
8171,21
8173,23
8177,21
8178,24
8179,24
8180,20
8182,22
8183,22
8185,17
8187,24
8192,21
8195,16
8203,21
8205,21
8208,22
8215,17
8216,22
8218,22
8221,17
8225,24
8227,23
8230,23
8233,18
8235,20
8236,18
8238,22
8240,16
8242,19
8246,22
8247,23
8252,17
8254,19
8255,21
8256,16
8258,19
8259,23
8260,23
8261,23
8262,21
8263,17
8264,17
8268,23
8269,19
8271,19
8277,18
8280,23
8281,16
8288,17
8289,20
8296,19
8299,22
8302,20
8305,17
8307,17
8308,22
8309,19
8310,16
8314,17
8315,22
8319,21
8322,18
8327,24
8334,21
8337,23
8340,18
8345,17
8351,24
8353,18
8357,16
8359,24
8360,24
8361,20
8368,17
8376,16
8378,16
8382,23
8386,17
8388,22
8401,24
8404,16
8405,17
8406,21
8407,20
8408,18
8409,24
8412,22
8413,23
8415,20
8426,22
8428,20
8429,19
8439,21
8442,16
8446,20
8448,18
8449,19
8451,23
8453,18
8454,23
8461,22
8462,21
8463,16
8468,24
8469,17
8470,24
8475,17
8477,20
8479,24
8482,23
8485,23
8486,21
8488,17
8494,23
8496,18
8498,16
8500,24
8506,17
8509,18
8517,21
8519,18
8520,22
8522,22
8523,24
8524,20
8527,18
8528,24
8530,17
8534,16
8535,17
8536,24
8539,22
8540,19
8543,22
8544,18
8546,16
8548,18
8549,24
8551,22
8553,17
8557,17
8561,24
8564,24
8565,17
8569,17
8575,24
8579,23
8582,17
8584,22
8586,19
8588,22
8590,24
8593,17
8597,23
8599,19
8601,24
8604,23
8605,23
8609,21
8612,17
8615,20
8616,23
8617,21
8618,19
8627,23
8632,18
8635,18
8640,20
8642,18
8643,22
8644,17
8645,24
8649,22
8652,24
8654,24
8656,24
8664,16
8670,24
8685,16
8698,24
8699,19
8706,19
8707,18
8710,19
8714,23
8718,20
8719,19
8722,20
8723,18
8725,17
8729,20
8736,17
8738,21
8740,24
8741,19
8742,20
8746,19
8747,16
8749,22
8751,17
8755,20
8758,17
8761,22
8765,24
8766,24
8772,21
8773,16
8776,17
